DE Number,System DE Number,Data Element,Data Element Name Text,Necessity,Definition,Valid Values,File Segment Number,File Segment Name,Size,FLF Start Position,FLF Stop Position,Segment Key Field Identifier,Coding Requirements,file_name
COT269,COT.003.269,REFERRING-PROV-NPI-NUM-2,Referring Provider NPI Number 2,Situational,The National Provider ID (NPI) of the provider who recommended the servicing provider to the patient. This is only applicable when a provider reports a second referral at the line/detail of their claim.,,COT00003,CLAIM-LINE-RECORD-OT,X(10),1190,1199,Not Applicable,"1. Value must be 10 digits
2. Situational
3. Value must have an associated Provider Identifier Type equal to ""2""
4. Value must exist in the NPPES NPI File
5. Value must not be populated when Referring Provider NPI Number is not populated.
6. Value must not equal Referring Provider NPI Number",CLAIMOT
COT270,COT.003.270,ORDERING-PROV-NUM,Ordering Provider Number,Situational,"The Medicaid provider ID of the Ordering Provider is the individual who requested the services or items being reported on this service line. Examples include, but are not limited to, provider ordering diagnostic tests and medical equipment or supplies.",,COT00003,CLAIM-LINE-RECORD-OT,X(30),1200,1229,Not Applicable,"1. Value must be 30 characters or less
2. Situational",CLAIMOT
COT271,COT.003.271,ORDERING-PROV-NPI-NUM,Ordering Provider NPI Number,Situational,"The Medicaid provider ID of the Ordering Provider is the individual who requested the services or items being reported on this service line. Examples include, but are not limited to, provider ordering diagnostic tests and medical equipment or supplies.",,COT00003,CLAIM-LINE-RECORD-OT,X(10),1230,1239,Not Applicable,"1. Value must be 10 digits
2. Value must have an associated Provider Identifier Type equal to ""2""
3. Value must exist in the NPPES NPI data file
4. Situational",CLAIMOT
COT272,COT.003.272,SDP-ALLOWED-AMT,State Directed Payment Allowed Amount,Situational,"The component (in dollar and cents) of the allowed amount that represents the difference between what would have been the managed care plan's typical contractual allowed amount and the enhanced allowed amount for this specific claim as defined by the State's SPA, waiver, or demonstration for a State Directed Payment model per 42 CFR 438.6(c)(1)(iii).",,COT00003,CLAIM-LINE-RECORD-OT,S9(11)V99,1240,1252,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. Situational",CLAIMOT
COT273,COT.003.273,SDP-PAID-AMT,State Directed Payment Paid Amount,Situational,"The component (in dollar and cents) of the paid amount that represents the difference between what would have been the managed care plan's typical contractual paid amount and the enhanced paid amount for this specific claim as defined by the State's SPA, waiver, or demonstration for a State Directed Payment model per 42 CFR 438.6(c)(1)(iii).",,COT00003,CLAIM-LINE-RECORD-OT,S9(11)V99,1253,1265,Not Applicable,"1. Value must be between -99999999999.99 and 99999999999.99
2. Value must be expressed as a number with 2-digit precision (e.g. 100.50)
3. Situational",CLAIMOT
COT214,COT.003.214,STATE-NOTATION,State Notation,Situational,A free text field for the submitting state to enter whatever information it chooses.,,COT00003,CLAIM-LINE-RECORD-OT,X(500),1266,1765,Not Applicable,"1. Value must be 500 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",CLAIMOT
COT274,COT.004.274,RECORD-ID,Record ID,Mandatory,"The Record ID represents the type of segment being reported. The Record ID communicates how the contents of a given row of data should be interpreted depending on which segment type the Record ID represents. Each type of segment collects different data elements so each segment type has a distinct layout. The first 3 characters identify the relevant file (e.g., ELG, PRV, CIP, etc.). The last 5 digits are the segment identifier padded with leading zeros (e.g., 00001, 00002, 00003, etc.).",COT274 Values,COT00004,CLAIM-DX-OT,X(8),1,8,Not Applicable,"1. Value must be 8 characters
2. Mandatory
3. Value must be in Record ID List (VVL)
4. Value must equal ""COT00004""",CLAIMOT
COT275,COT.004.275,SUBMITTING-STATE,Submitting State,Mandatory,A code that uniquely identifies the U.S. State or Territory from which T-MSIS system data resources were received.,COT275 Values,COT00004,CLAIM-DX-OT,X(2),9,10,1,"1. Value must be 2 characters
2. Value must be in State Code List (VVL)
3. Mandatory
4. Value must be the same as Submitting State (COT.001.007)",CLAIMOT
COT276,COT.004.276,RECORD-NUMBER,Record Number,Mandatory,"A sequential number assigned by the submitter to identify each record segment row in the submission file. The Record Number, in conjunction with the Record Identifier, uniquely identifies a single record within the submission file.",,COT00004,CLAIM-DX-OT,9(11),11,21,Not Applicable,"1. Value must be 11 digits or less
2. Value must be unique within record segment over all records associated with a given Record ID
3. Mandatory",CLAIMOT
COT277,COT.004.277,ICN-ORIG,Original ICN,Mandatory,A unique number assigned by the state's payment system that identifies an original or adjustment claim.,,COT00004,CLAIM-DX-OT,X(50),22,71,2,"1. Value must be 50 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Mandatory",CLAIMOT
COT278,COT.004.278,ICN-ADJ,Adjustment ICN,Conditional,A unique claim number assigned by the state's payment system that identifies the adjustment claim for an original transaction.,,COT00004,CLAIM-DX-OT,X(50),72,121,3,"1. Value must be 50 characters or less
2. Value must not contain a pipe or asterisk symbols
3. If associated Adjustment Indicator value equals ""0"", then value must not be populated
4. Conditional
5. If associated Adjustment Indicator value is in [4,1], then value must be populated",CLAIMOT
COT279,COT.004.279,ADJUSTMENT-IND,Adjustment Indicator,Mandatory,Indicates the type of adjustment record.,COT279 Values,COT00004,CLAIM-DX-OT,X(1),122,122,4,"1. Value must be 1 character
2. Value must be in Adjustment Indicator List (VVL)
3. Value must be in [0,1,4]
4. Mandatory
5. If value equals ""0"", then associated Adjustment ICN must not be populated
6. Value must equal ""1"", when associated Claim Status equals ""686""
7. Value must match the adjustment indicator in the header (COT.002.025)",CLAIMOT
COT280,COT.004.280,ADJUDICATION-DATE,Adjudication Date,Mandatory,"The date on which the payment status of the claim was finally adjudicated by the state. For Encounter Records (Type of Claim = 3, C, W), use date the encounter was processed by the state.",,COT00004,CLAIM-DX-OT,9(8),123,130,5,"1. The date must be a valid calendar date in the form ""CCYYMMDD""
2. Value should be on or before End of Time Period (COT.001.010)
3. Mandatory
4. Value should be on or after the associated Beginning Date of Service",CLAIMOT
COT281,COT.004.281,DIAGNOSIS-TYPE,Diagnosis Type,Mandatory,"Indicates the context of the diagnosis code from the provider's claim (i.e., an 837I claim can have one principal diagnosis code, up to 12 external cause of injury diagnosis codes, and up to 24 other diagnosis codes; a UB-04 claim can have one principal diagnosis code, one admitting diagnosis code, and up to 17 other diagnosis codes; an 837P or CMS-1500 claim can have up to 12 diagnosis codes; an 837D or ADA claim can have up to 4 diagnosis codes). The type of diagnosis code (e.g., principal, external cause of injury, or other) is captured here. The order in which the diagnosis code was reported is captured in the Diagnosis Sequence Number.",COT281 Values,COT00004,CLAIM-DX-OT,X(1),131,131,6,"1. Value must be 1 character
2. Value must be in Diagnosis Type Code List (VVL)
3. Mandatory",CLAIMOT
COT282,COT.004.282,DIAGNOSIS-SEQUENCE-NUMBER,Diagnosis Sequence Number,Mandatory,"The order in which the diagnosis occurred on the provider's claim for a given type of diagnosis code (e.g., an 837P claim can have up to 12 external cause of injury diagnosis codes and up to 24 other diagnosis codes).",,COT00004,CLAIM-DX-OT,9(2),132,133,7,"1. Value must be in [01-24]
2. Mandatory
3. Value must be 2 digits",CLAIMOT
COT283,COT.004.283,DIAGNOSIS-CODE-FLAG,Diagnosis Code Flag,Mandatory,Flag used to identify wither the associated Diagnosis Code value is a ICD-9 or ICD-10 code.,COT283 Values,COT00004,CLAIM-DX-OT,X(1),134,134,Not Applicable,"1. Value must be 1 character
2. Value must be in Diagnosis Code Flag List (VVL)
3. Mandatory",CLAIMOT
COT284,COT.004.284,DIAGNOSIS-CODE,Diagnosis Code,Mandatory,"ICD-9 or ICD-10 diagnosis codes used as a tool to group and identify diseases, disorders, symptoms, poisonings, adverse effects of drugs and chemicals, injuries and other reasons for patient encounters. Diagnosis codes should be passed through to T-MSIS exactly as they were submitted by the provider on their claim (with the exception of removing the decimal). For example: 210.5 is coded as '2105'.
",COT284 Values,COT00004,CLAIM-DX-OT,X(7),135,141,Not Applicable,"1. Value must be a minimum of 3 characters
2. If associated Diagnosis Code Flag value equals ""1"" (ICD-9), then value must be in ICD-9 Diagnosis Code List (VVL)
3. If associated Diagnosis Code Flag value equals ""2"" (ICD-10), then value must be in ICD-10 Diagnosis Code List (VVL)
4. Value must not contain a decimal point
5. Mandatory
",CLAIMOT
COT285,COT.004.285,STATE-NOTATION,State Notation,Situational,A free text field for the submitting state to enter whatever information it chooses.,,COT00004,CLAIM-DX-OT,X(500),142,641,Not Applicable,"1. Value must be 500 characters or less
2. Value must not contain a pipe or asterisk symbols
3. Situational",CLAIMOT
CRX001,CRX.001.001,RECORD-ID,Record ID,Mandatory,"The Record ID represents the type of segment being reported. The Record ID communicates how the contents of a given row of data should be interpreted depending on which segment type the Record ID represents. Each type of segment collects different data elements so each segment type has a distinct layout. The first 3 characters identify the relevant file (e.g., ELG, PRV, CIP, etc.). The last 5 digits are the segment identifier padded with leading zeros (e.g., 00001, 00002, 00003, etc.).",CRX001 Values,CRX00001,FILE-HEADER-RECORD-RX,X(8),1,8,Not Applicable,"1. Value must be 8 characters
2. Mandatory
3. Value must be in Record ID List (VVL)
4. Value must equal ""CRX00001""",CLAIMRX
CRX002,CRX.001.002,DATA-DICTIONARY-VERSION,Data Dictionary Version,Mandatory,A data element to capture the version of the T-MSIS data dictionary that was used to build the file.,CRX002 Values,CRX00001,FILE-HEADER-RECORD-RX,X(10),9,18,Not Applicable,"1. Value must be 10 characters or less
2. Value must be in Data Dictionary Version List (VVL)
3. Value must not include the pipe (""|"") symbol
4. Mandatory",CLAIMRX
CRX003,CRX.001.003,SUBMISSION-TRANSACTION-TYPE,Submission Transaction Type,Mandatory,"A data element to identify the whether the transactions in the file are original submissions of the data, a resubmission of a previously submitted file, or corrections of edit rejects.",CRX003 Values,CRX00001,FILE-HEADER-RECORD-RX,X(1),19,19,Not Applicable,"1. Value must be 1 character
2. Value must be in Submission Transaction Type List (VVL)
3. Mandatory",CLAIMRX
CRX004,CRX.001.004,FILE-ENCODING-SPECIFICATION,File Encoding Specification,Mandatory,Denotes which supported file encoding standard was used to create the file.,CRX004 Values,CRX00001,FILE-HEADER-RECORD-RX,X(3),20,22,Not Applicable,"1. Value must be 3 characters
2. Value must be in File Encoding Specification List (VVL)
3. Mandatory",CLAIMRX
