Changes_from_v4_x.x_Update_to_v4.0.0,New_Row_Number,File_Segment_Number,File_Segment_Name,System_Data_Element_Number,Data_Element_Number,Data_Element_Name_Computing,Pipe_Separated_Value_Segment_Data_Element_Order,Size,Fixed_Length_Field_Start_Position,Fixed_Length_Field_Stop_Position,Notes-Changesfromv4.x.xUpdatetov4.0.0,file_name
NONE,654,COT00003,CLAIM-LINE-RECORD-OT,COT.003.165,COT165,CLAIM-LINE-STATUS,12,X(3),164,166,,CLAIMOT
NONE,655,COT00003,CLAIM-LINE-RECORD-OT,COT.003.166,COT166,BEGINNING-DATE-OF-SERVICE,13,9(8),167,174,,CLAIMOT
NONE,656,COT00003,CLAIM-LINE-RECORD-OT,COT.003.167,COT167,ENDING-DATE-OF-SERVICE,14,9(8),175,182,,CLAIMOT
NONE,657,COT00003,CLAIM-LINE-RECORD-OT,COT.003.168,COT168,REVENUE-CODE,15,X(4),183,186,,CLAIMOT
NONE,658,COT00003,CLAIM-LINE-RECORD-OT,COT.003.169,COT169,PROCEDURE-CODE,16,X(8),187,194,,CLAIMOT
NONE,659,COT00003,CLAIM-LINE-RECORD-OT,COT.003.170,COT170,PROCEDURE-CODE-DATE,17,9(8),195,202,,CLAIMOT
NONE,660,COT00003,CLAIM-LINE-RECORD-OT,COT.003.171,COT171,PROCEDURE-CODE-FLAG,18,X(2),203,204,,CLAIMOT
NONE,661,COT00003,CLAIM-LINE-RECORD-OT,COT.003.172,COT172,PROCEDURE-CODE-MOD-1,19,X(2),205,206,,CLAIMOT
NONE,662,COT00003,CLAIM-LINE-RECORD-OT,COT.003.174,COT174,BILLED-AMT,20,S9(11)V99,207,219,,CLAIMOT
NONE,663,COT00003,CLAIM-LINE-RECORD-OT,COT.003.175,COT175,ALLOWED-AMT,21,S9(11)V99,220,232,,CLAIMOT
NONE,664,COT00003,CLAIM-LINE-RECORD-OT,COT.003.176,COT176,BENEFICIARY-COPAYMENT-PAID-AMOUNT,22,S9(11)V99,233,245,,CLAIMOT
NONE,665,COT00003,CLAIM-LINE-RECORD-OT,COT.003.177,COT177,TPL-AMT,23,S9(11)V99,246,258,,CLAIMOT
NONE,666,COT00003,CLAIM-LINE-RECORD-OT,COT.003.178,COT178,MEDICAID-PAID-AMT,24,S9(11)V99,259,271,,CLAIMOT
NONE,667,COT00003,CLAIM-LINE-RECORD-OT,COT.003.179,COT179,MEDICAID-FFS-EQUIVALENT-AMT,25,S9(11)V99,272,284,,CLAIMOT
NONE,668,COT00003,CLAIM-LINE-RECORD-OT,COT.003.182,COT182,MEDICARE-PAID-AMT,26,S9(11)V99,285,297,,CLAIMOT
NONE,669,COT00003,CLAIM-LINE-RECORD-OT,COT.003.183,COT183,SERVICE-QUANTITY-ACTUAL,27,S9(8)V999,298,308,,CLAIMOT
NONE,670,COT00003,CLAIM-LINE-RECORD-OT,COT.003.184,COT184,SERVICE-QUANTITY-ALLOWED,28,S9(8)V999,309,319,,CLAIMOT
NONE,671,COT00003,CLAIM-LINE-RECORD-OT,COT.003.186,COT186,TYPE-OF-SERVICE,29,X(3),320,322,,CLAIMOT
NONE,672,COT00003,CLAIM-LINE-RECORD-OT,COT.003.187,COT187,HCBS-SERVICE-CODE,30,X(1),323,323,,CLAIMOT
NONE,673,COT00003,CLAIM-LINE-RECORD-OT,COT.003.188,COT188,HCBS-TAXONOMY,31,X(5),324,328,,CLAIMOT
NONE,674,COT00003,CLAIM-LINE-RECORD-OT,COT.003.189,COT189,SERVICING-PROV-NUM,32,X(30),329,358,,CLAIMOT
NONE,675,COT00003,CLAIM-LINE-RECORD-OT,COT.003.190,COT190,SERVICING-PROV-NPI-NUM,33,X(10),359,368,,CLAIMOT
NONE,676,COT00003,CLAIM-LINE-RECORD-OT,COT.003.191,COT191,SERVICING-PROV-TAXONOMY,34,X(12),369,380,,CLAIMOT
NONE,677,COT00003,CLAIM-LINE-RECORD-OT,COT.003.192,COT192,SERVICING-PROV-TYPE,35,X(2),381,382,,CLAIMOT
NONE,678,COT00003,CLAIM-LINE-RECORD-OT,COT.003.193,COT193,SERVICING-PROV-SPECIALTY,36,X(2),383,384,,CLAIMOT
NONE,679,COT00003,CLAIM-LINE-RECORD-OT,COT.003.194,COT194,OTHER-TPL-COLLECTION,37,X(3),385,387,,CLAIMOT
NONE,680,COT00003,CLAIM-LINE-RECORD-OT,COT.003.195,COT195,TOOTH-DESIGNATION-SYSTEM,38,X(2),388,389,,CLAIMOT
NONE,681,COT00003,CLAIM-LINE-RECORD-OT,COT.003.196,COT196,TOOTH-NUM,39,X(2),390,391,,CLAIMOT
NONE,682,COT00003,CLAIM-LINE-RECORD-OT,COT.003.197,COT197,TOOTH-QUAD-CODE,40,X(2),392,393,,CLAIMOT
NONE,683,COT00003,CLAIM-LINE-RECORD-OT,COT.003.198,COT198,TOOTH-SURFACE-CODE,41,X(1),394,394,,CLAIMOT
NONE,684,COT00003,CLAIM-LINE-RECORD-OT,COT.003.199,COT199,ORIGINATION-ADDR-LN1,42,X(60),395,454,,CLAIMOT
NONE,685,COT00003,CLAIM-LINE-RECORD-OT,COT.003.200,COT200,ORIGINATION-ADDR-LN2,43,X(60),455,514,,CLAIMOT
NONE,686,COT00003,CLAIM-LINE-RECORD-OT,COT.003.201,COT201,ORIGINATION-CITY,44,X(28),515,542,,CLAIMOT
NONE,687,COT00003,CLAIM-LINE-RECORD-OT,COT.003.202,COT202,ORIGINATION-STATE,45,X(2),543,544,,CLAIMOT
NONE,688,COT00003,CLAIM-LINE-RECORD-OT,COT.003.203,COT203,ORIGINATION-ZIP-CODE,46,X(9),545,553,,CLAIMOT
NONE,689,COT00003,CLAIM-LINE-RECORD-OT,COT.003.204,COT204,DESTINATION-ADDR-LN1,47,X(60),554,613,,CLAIMOT
NONE,690,COT00003,CLAIM-LINE-RECORD-OT,COT.003.205,COT205,DESTINATION-ADDR-LN2,48,X(60),614,673,,CLAIMOT
NONE,691,COT00003,CLAIM-LINE-RECORD-OT,COT.003.206,COT206,DESTINATION-CITY,49,X(28),674,701,,CLAIMOT
NONE,692,COT00003,CLAIM-LINE-RECORD-OT,COT.003.207,COT207,DESTINATION-STATE,50,X(2),702,703,,CLAIMOT
NONE,693,COT00003,CLAIM-LINE-RECORD-OT,COT.003.208,COT208,DESTINATION-ZIP-CODE,51,X(9),704,712,,CLAIMOT
NONE,694,COT00003,CLAIM-LINE-RECORD-OT,COT.003.210,COT210,CATEGORY-FOR-FEDERAL-REIMBURSEMENT,52,X(2),713,714,,CLAIMOT
NONE,695,COT00003,CLAIM-LINE-RECORD-OT,COT.003.213,COT213,OTHER-INSURANCE-AMT,53,S9(11)V99,715,727,,CLAIMOT
NONE,696,COT00003,CLAIM-LINE-RECORD-OT,COT.003.217,COT217,NATIONAL-DRUG-CODE,54,X(12),728,739,,CLAIMOT
NONE,697,COT00003,CLAIM-LINE-RECORD-OT,COT.003.227,COT227,PROCEDURE-CODE-MOD-2,55,X(2),740,741,,CLAIMOT
NONE,698,COT00003,CLAIM-LINE-RECORD-OT,COT.003.218,COT218,PROCEDURE-CODE-MOD-3,56,X(2),742,743,,CLAIMOT
NONE,699,COT00003,CLAIM-LINE-RECORD-OT,COT.003.219,COT219,PROCEDURE-CODE-MOD-4,57,X(2),744,745,,CLAIMOT
NONE,700,COT00003,CLAIM-LINE-RECORD-OT,COT.003.221,COT221,ADJUDICATION-DATE,58,9(8),746,753,,CLAIMOT
NONE,701,COT00003,CLAIM-LINE-RECORD-OT,COT.003.222,COT222,SELF-DIRECTION-TYPE,59,X(3),754,756,,CLAIMOT
NONE,702,COT00003,CLAIM-LINE-RECORD-OT,COT.003.223,COT223,PRE-AUTHORIZATION-NUM,60,X(18),757,774,,CLAIMOT
NONE,703,COT00003,CLAIM-LINE-RECORD-OT,COT.003.224,COT224,NDC-UNIT-OF-MEASURE,61,X(2),775,776,,CLAIMOT
NONE,704,COT00003,CLAIM-LINE-RECORD-OT,COT.003.225,COT225,NDC-QUANTITY,62,S9(9)V(9),777,794,,CLAIMOT
NONE,705,COT00003,CLAIM-LINE-RECORD-OT,COT.003.234,COT234,IHS-SERVICE-IND,63,X(1),795,795,,CLAIMOT
NONE,706,COT00003,CLAIM-LINE-RECORD-OT,COT.003.254,COT254,DIAGNOSIS-CODE-POINTER-1,64,9(2),796,797,,CLAIMOT
NONE,707,COT00003,CLAIM-LINE-RECORD-OT,COT.003.287,COT287,DIAGNOSIS-CODE-POINTER-2,65,9(2),798,799,,CLAIMOT
NONE,708,COT00003,CLAIM-LINE-RECORD-OT,COT.003.288,COT288,DIAGNOSIS-CODE-POINTER-3,66,9(2),800,801,,CLAIMOT
NONE,709,COT00003,CLAIM-LINE-RECORD-OT,COT.003.289,COT289,DIAGNOSIS-CODE-POINTER-4,67,9(2),802,803,,CLAIMOT
NONE,710,COT00003,CLAIM-LINE-RECORD-OT,COT.003.255,COT255,UNIQUE-DEVICE-IDENTIFIER,68,X(76),804,879,,CLAIMOT
NONE,711,COT00003,CLAIM-LINE-RECORD-OT,COT.003.290,COT290,MBESCBES-FORM-GROUP,69,X(1),880,880,,CLAIMOT
NONE,712,COT00003,CLAIM-LINE-RECORD-OT,COT.003.257,COT257,MBESCBES-FORM,70,X(50),881,930,,CLAIMOT
NONE,713,COT00003,CLAIM-LINE-RECORD-OT,COT.003.256,COT256,MBESCBES-CATEGORY-OF-SERVICE,71,X(5),931,935,,CLAIMOT
NONE,714,COT00003,CLAIM-LINE-RECORD-OT,COT.003.258,COT258,SERVICE-FACILITY-LOCATION-ORG-NPI,72,X(10),936,945,,CLAIMOT
NONE,715,COT00003,CLAIM-LINE-RECORD-OT,COT.003.259,COT259,SERVICE-FACILITY-LOCATION-ADDR-LN-1,73,X(60),946,1005,,CLAIMOT
NONE,716,COT00003,CLAIM-LINE-RECORD-OT,COT.003.260,COT260,SERVICE-FACILITY-LOCATION-ADDR-LN-2,74,X(60),1006,1065,,CLAIMOT
NONE,717,COT00003,CLAIM-LINE-RECORD-OT,COT.003.261,COT261,SERVICE-FACILITY-LOCATION-CITY,75,X(28),1066,1093,,CLAIMOT
NONE,718,COT00003,CLAIM-LINE-RECORD-OT,COT.003.262,COT262,SERVICE-FACILITY-LOCATION-STATE,76,X(2),1094,1095,,CLAIMOT
NONE,719,COT00003,CLAIM-LINE-RECORD-OT,COT.003.263,COT263,SERVICE-FACILITY-LOCATION-ZIP-CODE,77,X(9),1096,1104,,CLAIMOT
NONE,720,COT00003,CLAIM-LINE-RECORD-OT,COT.003.264,COT264,PLACE-OF-SERVICE,78,X(2),1105,1106,,CLAIMOT
NONE,721,COT00003,CLAIM-LINE-RECORD-OT,COT.003.265,COT265,GME-AMOUNT-PAID,79,S9(11)V99,1107,1119,,CLAIMOT
NONE,722,COT00003,CLAIM-LINE-RECORD-OT,COT.003.266,COT266,REFERRING-PROV-NUM,80,X(30),1120,1149,,CLAIMOT
NONE,723,COT00003,CLAIM-LINE-RECORD-OT,COT.003.267,COT267,REFERRING-PROV-NPI-NUM,81,X(10),1150,1159,,CLAIMOT
NONE,724,COT00003,CLAIM-LINE-RECORD-OT,COT.003.268,COT268,REFERRING-PROV-NUM-2,82,X(30),1160,1189,,CLAIMOT
NONE,725,COT00003,CLAIM-LINE-RECORD-OT,COT.003.269,COT269,REFERRING-PROV-NPI-NUM-2,83,X(10),1190,1199,,CLAIMOT
NONE,726,COT00003,CLAIM-LINE-RECORD-OT,COT.003.270,COT270,ORDERING-PROV-NUM,84,X(30),1200,1229,,CLAIMOT
NONE,727,COT00003,CLAIM-LINE-RECORD-OT,COT.003.271,COT271,ORDERING-PROV-NPI-NUM,85,X(10),1230,1239,,CLAIMOT
NONE,728,COT00003,CLAIM-LINE-RECORD-OT,COT.003.272,COT272,SDP-ALLOWED-AMT,86,S9(11)V99,1240,1252,,CLAIMOT
NONE,729,COT00003,CLAIM-LINE-RECORD-OT,COT.003.273,COT273,SDP-PAID-AMT,87,S9(11)V99,1253,1265,,CLAIMOT
NONE,730,COT00003,CLAIM-LINE-RECORD-OT,COT.003.214,COT214,STATE-NOTATION,88,X(500),1266,1765,,CLAIMOT
NONE,731,COT00003,CLAIM-LINE-RECORD-OT,COT.003.215,COT215,FILLER,89,X(335),1766,2100,,CLAIMOT
NONE,732,COT00004,CLAIM-DX-OT,COT.004.274,COT274,RECORD-ID,1,X(8),1,8,,CLAIMOT
NONE,733,COT00004,CLAIM-DX-OT,COT.004.275,COT275,SUBMITTING-STATE,2,X(2),9,10,,CLAIMOT
NONE,734,COT00004,CLAIM-DX-OT,COT.004.276,COT276,RECORD-NUMBER,3,9(11),11,21,,CLAIMOT
NONE,735,COT00004,CLAIM-DX-OT,COT.004.277,COT277,ICN-ORIG,4,X(50),22,71,,CLAIMOT
NONE,736,COT00004,CLAIM-DX-OT,COT.004.278,COT278,ICN-ADJ,5,X(50),72,121,,CLAIMOT
NONE,737,COT00004,CLAIM-DX-OT,COT.004.279,COT279,ADJUSTMENT-IND,6,X(1),122,122,,CLAIMOT
NONE,738,COT00004,CLAIM-DX-OT,COT.004.280,COT280,ADJUDICATION-DATE,7,9(8),123,130,,CLAIMOT
NONE,739,COT00004,CLAIM-DX-OT,COT.004.281,COT281,DIAGNOSIS-TYPE,8,X(1),131,131,,CLAIMOT
NONE,740,COT00004,CLAIM-DX-OT,COT.004.282,COT282,DIAGNOSIS-SEQUENCE-NUMBER,9,9(2),132,133,,CLAIMOT
NONE,741,COT00004,CLAIM-DX-OT,COT.004.283,COT283,DIAGNOSIS-CODE-FLAG,10,X(1),134,134,,CLAIMOT
NONE,742,COT00004,CLAIM-DX-OT,COT.004.284,COT284,DIAGNOSIS-CODE,11,X(7),135,141,,CLAIMOT
NONE,743,COT00004,CLAIM-DX-OT,COT.004.285,COT285,STATE-NOTATION,12,X(500),142,641,,CLAIMOT
NONE,744,COT00004,CLAIM-DX-OT,COT.004.286,COT286,FILLER,13,X(1459),642,2100,,CLAIMOT
NONE,745,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.001,CRX001,RECORD-ID,1,X(8),1,8,,CLAIMRX
NONE,746,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.002,CRX002,DATA-DICTIONARY-VERSION,2,X(10),9,18,,CLAIMRX
NONE,747,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.003,CRX003,SUBMISSION-TRANSACTION-TYPE,3,X(1),19,19,,CLAIMRX
NONE,748,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.004,CRX004,FILE-ENCODING-SPECIFICATION,4,X(3),20,22,,CLAIMRX
NONE,749,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.005,CRX005,DATA-MAPPING-DOCUMENT-VERSION,5,X(9),23,31,,CLAIMRX
NONE,750,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.006,CRX006,FILE-NAME,6,X(8),32,39,,CLAIMRX
NONE,751,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.007,CRX007,SUBMITTING-STATE,7,X(2),40,41,,CLAIMRX
NONE,752,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.008,CRX008,DATE-FILE-CREATED,8,9(8),42,49,,CLAIMRX
NONE,753,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.009,CRX009,START-OF-TIME-PERIOD,9,9(8),50,57,,CLAIMRX
NONE,754,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.010,CRX010,END-OF-TIME-PERIOD,10,9(8),58,65,,CLAIMRX
NONE,755,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.011,CRX011,FILE-STATUS-INDICATOR,11,X(1),66,66,,CLAIMRX
NONE,756,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.012,CRX012,SSN-INDICATOR,12,X(1),67,67,,CLAIMRX
NONE,757,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.013,CRX013,TOT-REC-CNT,13,9(11),68,78,,CLAIMRX
NONE,758,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.155,CRX155,SEQUENCE-NUMBER,14,X(4),79,82,,CLAIMRX
NONE,759,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.014,CRX014,STATE-NOTATION,15,X(500),83,582,,CLAIMRX
NONE,760,CRX00001,FILE-HEADER-RECORD-RX,CRX.001.015,CRX015,FILLER,16,X(1018),583,1600,,CLAIMRX
NONE,761,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.016,CRX016,RECORD-ID,1,X(8),1,8,,CLAIMRX
NONE,762,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.017,CRX017,SUBMITTING-STATE,2,X(2),9,10,,CLAIMRX
NONE,763,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.018,CRX018,RECORD-NUMBER,3,9(11),11,21,,CLAIMRX
NONE,764,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.019,CRX019,ICN-ORIG,4,X(50),22,71,,CLAIMRX
NONE,765,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.020,CRX020,ICN-ADJ,5,X(50),72,121,,CLAIMRX
NONE,766,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.021,CRX021,SUBMITTER-ID,6,X(12),122,133,,CLAIMRX
NONE,767,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.022,CRX022,MSIS-IDENTIFICATION-NUM,7,X(20),134,153,,CLAIMRX
NONE,768,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.023,CRX023,CROSSOVER-INDICATOR,8,X(1),154,154,,CLAIMRX
NONE,769,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.024,CRX024,1115A-DEMONSTRATION-IND,9,X(1),155,155,,CLAIMRX
NONE,770,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.025,CRX025,ADJUSTMENT-IND,10,X(1),156,156,,CLAIMRX
NONE,771,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.026,CRX026,ADJUSTMENT-REASON-CODE,11,X(3),157,159,,CLAIMRX
NONE,772,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.027,CRX027,ADJUDICATION-DATE,12,9(8),160,167,,CLAIMRX
NONE,773,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.028,CRX028,MEDICAID-PAID-DATE,13,9(8),168,175,,CLAIMRX
NONE,774,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.029,CRX029,TYPE-OF-CLAIM,14,X(1),176,176,,CLAIMRX
NONE,775,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.030,CRX030,CLAIM-STATUS,15,X(3),177,179,,CLAIMRX
NONE,776,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.031,CRX031,CLAIM-STATUS-CATEGORY,16,X(3),180,182,,CLAIMRX
NONE,777,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.032,CRX032,SOURCE-LOCATION,17,X(2),183,184,,CLAIMRX
NONE,778,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.033,CRX033,CHECK-NUM,18,X(15),185,199,,CLAIMRX
NONE,779,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.034,CRX034,CHECK-EFF-DATE,19,9(8),200,207,,CLAIMRX
NONE,780,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.035,CRX035,CLAIM-PYMT-REM-CODE-1,20,X(5),208,212,,CLAIMRX
NONE,781,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.036,CRX036,CLAIM-PYMT-REM-CODE-2,21,X(5),213,217,,CLAIMRX
NONE,782,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.037,CRX037,CLAIM-PYMT-REM-CODE-3,22,X(5),218,222,,CLAIMRX
NONE,783,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.038,CRX038,CLAIM-PYMT-REM-CODE-4,23,X(5),223,227,,CLAIMRX
NONE,784,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.039,CRX039,TOT-BILLED-AMT,24,S9(11)V99,228,240,,CLAIMRX
NONE,785,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.040,CRX040,TOT-ALLOWED-AMT,25,S9(11)V99,241,253,,CLAIMRX
NONE,786,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.041,CRX041,TOT-MEDICAID-PAID-AMT,26,S9(11)V99,254,266,,CLAIMRX
NONE,787,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.043,CRX043,TOT-MEDICARE-DEDUCTIBLE-AMT,27,S9(11)V99,267,279,,CLAIMRX
NONE,788,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.044,CRX044,TOT-MEDICARE-COINS-AMT,28,S9(11)V99,280,292,,CLAIMRX
NONE,789,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.045,CRX045,TOT-TPL-AMT,29,S9(11)V99,293,305,,CLAIMRX
NONE,790,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.047,CRX047,TOT-OTHER-INSURANCE-AMT,30,S9(11)V99,306,318,,CLAIMRX
NONE,791,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.048,CRX048,OTHER-INSURANCE-IND,31,X(1),319,319,,CLAIMRX
NONE,792,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.049,CRX049,OTHER-TPL-COLLECTION,32,X(3),320,322,,CLAIMRX
NONE,793,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.052,CRX052,FIXED-PAYMENT-IND,33,X(1),323,323,,CLAIMRX
NONE,794,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.053,CRX053,FUNDING-CODE,34,X(2),324,325,,CLAIMRX
NONE,795,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.054,CRX054,FUNDING-SOURCE-NONFEDERAL-SHARE,35,X(2),326,327,,CLAIMRX
NONE,796,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.055,CRX055,PROGRAM-TYPE,36,X(2),328,329,,CLAIMRX
NONE,797,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.056,CRX056,PLAN-ID-NUMBER,37,X(12),330,341,,CLAIMRX
NONE,798,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.058,CRX058,PAYMENT-LEVEL-IND,38,X(1),342,342,,CLAIMRX
NONE,799,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.059,CRX059,MEDICARE-REIM-TYPE,39,X(2),343,344,,CLAIMRX
NONE,800,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.060,CRX060,CLAIM-LINE-COUNT,40,9(4),345,348,,CLAIMRX
NONE,801,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.061,CRX061,FORCED-CLAIM-IND,41,X(1),349,349,,CLAIMRX
NONE,802,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.062,CRX062,PATIENT-CONTROL-NUM,42,X(20),350,369,,CLAIMRX
NONE,803,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.063,CRX063,ELIGIBLE-LAST-NAME,43,X(30),370,399,,CLAIMRX
NONE,804,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.064,CRX064,ELIGIBLE-FIRST-NAME,44,X(30),400,429,,CLAIMRX
NONE,805,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.065,CRX065,ELIGIBLE-MIDDLE-INIT,45,X(1),430,430,,CLAIMRX
NONE,806,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.066,CRX066,DATE-OF-BIRTH,46,9(8),431,438,,CLAIMRX
NONE,807,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.067,CRX067,HEALTH-HOME-PROV-IND,47,X(1),439,439,,CLAIMRX
NONE,808,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.068,CRX068,WAIVER-TYPE,48,X(2),440,441,,CLAIMRX
NONE,809,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.069,CRX069,WAIVER-ID,49,X(20),442,461,,CLAIMRX
NONE,810,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.070,CRX070,BILLING-PROV-NUM,50,X(30),462,491,,CLAIMRX
NONE,811,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.071,CRX071,BILLING-PROV-NPI-NUM,51,X(10),492,501,,CLAIMRX
NONE,812,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.072,CRX072,BILLING-PROV-TAXONOMY,52,X(12),502,513,,CLAIMRX
NONE,813,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.073,CRX073,BILLING-PROV-SPECIALTY,53,X(2),514,515,,CLAIMRX
NONE,814,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.074,CRX074,PRESCRIBING-PROV-NUM,54,X(30),516,545,,CLAIMRX
NONE,815,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.075,CRX075,PRESCRIBING-PROV-NPI-NUM,55,X(10),546,555,,CLAIMRX
NONE,816,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.079,CRX079,MEDICARE-HIC-NUM,56,X(12),556,567,,CLAIMRX
NONE,817,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.081,CRX081,REMITTANCE-NUM,57,X(30),568,597,,CLAIMRX
NONE,818,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.082,CRX082,BORDER-STATE-IND,58,X(1),598,598,,CLAIMRX
NONE,819,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.084,CRX084,DATE-PRESCRIBED,59,9(8),599,606,,CLAIMRX
NONE,820,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.085,CRX085,PRESCRIPTION-FILL-DATE,60,9(8),607,614,,CLAIMRX
NONE,821,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.086,CRX086,COMPOUND-DRUG-IND,61,X(1),615,615,,CLAIMRX
NONE,822,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.087,CRX087,TOT-BENEFICIARY-COINSURANCE-PAID-AMOUNT,62,S9(11)V99,616,628,,CLAIMRX
NONE,823,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.088,CRX088,BENEFICIARY-COINSURANCE-DATE-PAID,63,9(8),629,636,,CLAIMRX
NONE,824,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.089,CRX089,TOT-BENEFICIARY-COPAYMENT-PAID-AMOUNT,64,S9(11)V99,637,649,,CLAIMRX
NONE,825,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.090,CRX090,BENEFICIARY-COPAYMENT-DATE-PAID,65,9(8),650,657,,CLAIMRX
NONE,826,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.092,CRX092,TOT-BENEFICIARY-DEDUCTIBLE-PAID-AMOUNT,66,S9(11)V99,658,670,,CLAIMRX
NONE,827,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.093,CRX093,BENEFICIARY-DEDUCTIBLE-DATE-PAID,67,9(8),671,678,,CLAIMRX
NONE,828,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.094,CRX094,CLAIM-DENIED-INDICATOR,68,X(1),679,679,,CLAIMRX
NONE,829,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.095,CRX095,COPAY-WAIVED-IND,69,X(1),680,680,,CLAIMRX
NONE,830,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.096,CRX096,HEALTH-HOME-ENTITY-NAME,70,X(50),681,730,,CLAIMRX
NONE,831,CRX00002,CLAIM-HEADER-RECORD-RX,CRX.002.098,CRX098,THIRD-PARTY-COINSURANCE-AMOUNT-PAID,71,S9(11)V99,731,743,,CLAIMRX
