OWNER,TABLE_NAME,COLUMN_NAME,ADDED_DESCRIPTION,DATA_TYPE,DATA_TYPE_MOD,DATA_TYPE_OWNER,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE,COLUMN_ID,DEFAULT_LENGTH,DATA_DEFAULT,NUM_DISTINCT,LOW_VALUE,HIGH_VALUE,DENSITY,NUM_NULLS,NUM_BUCKETS,LAST_ANALYZED,SAMPLE_SIZE,CHARACTER_SET_NAME,CHAR_COL_DECL_LENGTH,GLOBAL_STATS,USER_STATS,AVG_COL_LEN,CHAR_LENGTH,CHAR_USED,V80_FMT_IMAGE,DATA_UPGRADED,HISTOGRAM,DEFAULT_ON_NULL,IDENTITY_COLUMN,EVALUATION_EDITION,UNUSABLE_BEFORE,UNUSABLE_BEGINNING,COLLATION
SIEBEL,CX_OG_CON_X,A2012_CNVRSN_GPGP_FLG,Conversion GpGp Flg,CHAR,,,4,,,Y,15,,,2,4E,59,0.5,1013646,1,2-Jun-24,289944,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ACCESS_END_DATE,Indicates the End Date of Access,DATE,,,7,,,Y,16,,,0,,,0,1303590,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,ACCESS_INS_BREAST_CANCER_FLG,Access Insurance Breast Cancer Flag,CHAR,,,4,,,Y,17,,,2,4E,59,0.5,1214860,1,2-Jun-24,88730,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ACCESS_INS_CERV_CANCER_FLG,Access Insurance Cervical Cancer Flag,CHAR,,,4,,,Y,18,,,2,4E,59,0.5,1214847,1,2-Jun-24,88743,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ACCESS_START_DATE,Access Start Date for Navigator Brokers,DATE,,,7,,,Y,19,,,0,,,0,1303590,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,ACCESS_START_DATE_VAL,Access Start Date Validation for Navigator Brokers,DATE,,,7,,,Y,20,,,328,78700B180F0725,787C041D010101,0.00304878,1302962,1,2-Jun-24,628,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,ACC_INS_BRST_CER_CANCR_FLG,Access Insurance Breast or Cervical Cancer Flag,CHAR,,,4,,,Y,21,,,2,4E,59,0.5,1303522,1,2-Jun-24,68,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ACK_SHOP_COVERAGE_FLG,Acknowledged SHOP Coverage Flag,CHAR,,,4,,,Y,22,,,1,4E,4E,1,1303588,1,2-Jun-24,2,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ACTIVE_IN_US_ARMED_FORCES_FLG,Indicates the Contact is Working in US Armed Force,CHAR,,,4,,,Y,23,,,2,4E,59,0.5,1303562,1,2-Jun-24,28,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ADOPTED_FLG,Indicates Contact is Adopted,CHAR,,,4,,,Y,24,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ADOPTION_DT,The Date which Adoption Takes Place,DATE,,,7,,,Y,25,,,0,,,0,1303590,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,ADP_ASST_ANTHR_ST,Adoption Assist Another State,CHAR,,,4,,,Y,26,,,2,4E,59,0.5,1303465,1,2-Jun-24,125,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ALL_PPL_ADD_TO_APPLNT_FLG, Flag indicates all the peoples are added to the application,CHAR,,,4,,,Y,27,,,2,4E,59,0.5,1208102,1,2-Jun-24,95488,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,AMERICAN_INDIAN_FLG,Indicates if the person is an American Indian,CHAR,,,4,,,Y,28,,,2,4E,59,0.5,673155,1,2-Jun-24,630435,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ANNUAL_INCOME_PREV_JOB,Annual Income of Contacts Previous job,NUMBER,,,22,22,7,Y,29,,,0,,,0,1303590,0,2-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,ANNUAL_SAL,Annual Salary of the Contact,NUMBER,,,22,22,7,Y,30,,,0,,,0,1303590,0,2-Jun-24,,,,YES,NO,0,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,APPLICATION_DATE,The Date which Application Submitted,DATE,,,7,,,Y,31,,,1078,78710A02010101,787C051E010101,0.000927644,1301927,1,2-Jun-24,1663,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,APPLY_INSURANCE_FLG,The flag which indicates that the client in Applied for an insurance plan,CHAR,,,4,,,Y,32,,,2,4E,59,0.5,523390,1,2-Jun-24,780200,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,AUTH_REP_CONSENT_FLAG,Indicates the Authorized Representative Consent,CHAR,,,4,,,Y,33,,,2,4E,59,0.5,535461,1,2-Jun-24,768129,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,AUTH_REP_FLG,Indicates Authorized Representative,CHAR,,,4,,,Y,34,,,2,4E,59,3.84E-07,46,2,2-Jun-24,1303544,CHAR_CS,4,YES,NO,2,1,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,BLIND_FLG,Indicates that Contact is visually impaired.,CHAR,,,4,,,Y,35,,,2,4E,59,0.5,700640,1,2-Jun-24,602950,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,BLIND_OR_DISABLED_FLG,Indicates that Contact is visually impaired or differently abled.,CHAR,,,4,,,Y,36,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,BNFT_RECD_DT,The Date Benefits Received,DATE,,,7,,,Y,37,,,0,,,0,1303590,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,CARETAKER_PARENTAL_CTRL_FLG,Field which stores the Caretaker parental Control Flag.,CHAR,,,4,,,Y,38,,,2,4E,59,0.5,1303506,1,2-Jun-24,84,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CERT_LETTR_REFUGEE_FLG,Field which stores the Certification Letter Refugee Flag,CHAR,,,4,,,Y,39,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CFS_FLG,CFS Flag,CHAR,,,4,,,Y,40,,,2,4E,59,0.5,1193692,1,2-Jun-24,109898,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CLAIMED_AS_DEP_BY_NONAPP_FLG,Indicates if person will be claimed as a dependent on  tax return.,CHAR,,,4,,,Y,41,,,2,4E,59,0.5,401504,1,2-Jun-24,902086,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CLMD_OUTSDE_DEP_PAR_FLG,Indicates that Contact has claimed someone as a tax dependent.,CHAR,,,4,,,Y,42,,,2,4E,59,0.5,800533,1,2-Jun-24,503057,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COBRA_FLG,COBRA Flag,CHAR,,,4,,,Y,43,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COFA_NTN_FLG,COFA Nation Flg,CHAR,,,4,,,Y,44,,,2,4E,59,0.5,344554,1,2-Jun-24,959036,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_12_3,If preferred time for communication between  12 to 3,CHAR,,,4,,,Y,45,,,2,4E,59,0.5,1300623,1,2-Jun-24,2967,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_3_6,If preferred time for communication between  3 to 6,CHAR,,,4,,,Y,46,,,2,4E,59,0.5,1300623,1,2-Jun-24,2967,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_9_12,If preferred time for communication between  9 to 12,CHAR,,,4,,,Y,47,,,2,4E,59,0.5,1300623,1,2-Jun-24,2967,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_EMAIL, Email address,CHAR,,,4,,,Y,48,,,2,4E,59,0.5,1111653,1,2-Jun-24,191937,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_FRIDAY,If preferred day for communication is Friday,CHAR,,,4,,,Y,49,,,2,4E,59,0.5,1300623,1,2-Jun-24,2967,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_HOME_PHONE,Home Phone Number preferred for Communication,CHAR,,,4,,,Y,50,,,2,4E,59,0.5,1293582,1,2-Jun-24,10008,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_MAIL, Email address,CHAR,,,4,,,Y,51,,,2,4E,59,0.5,909347,1,2-Jun-24,394243,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_MOBILE_PHONE,Mobile Phone Number preferred for Communication,CHAR,,,4,,,Y,52,,,2,4E,59,0.5,1297973,1,2-Jun-24,5617,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_MONDAY,If preferred day for communication is Monday,CHAR,,,4,,,Y,53,,,2,4E,59,0.5,1300623,1,2-Jun-24,2967,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_THURSDAY,If preferred day for communication is Thursday,CHAR,,,4,,,Y,54,,,2,4E,59,0.5,1300623,1,2-Jun-24,2967,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_TUESDAY,If preferred day for communication is Tuesday,CHAR,,,4,,,Y,55,,,2,4E,59,0.5,1300623,1,2-Jun-24,2967,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_WEDNESDAY,If preferred day for communication is Wednesday,CHAR,,,4,,,Y,56,,,2,4E,59,0.5,1300623,1,2-Jun-24,2967,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMM_PREF_WORK_PHONE, Communication phone number,CHAR,,,4,,,Y,57,,,2,4E,59,0.5,1300383,1,2-Jun-24,3207,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,COMPENSATION,Compensation,CHAR,,,4,,,Y,58,,,2,4E,59,0.5,1303356,1,2-Jun-24,234,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CONFIRM_EMPL_CVRG_FLG,Confirm Employee Coverage,CHAR,,,4,,,Y,59,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CONFIRM_SHOP_CVRG_FLG,Confirm SHOP Coverage,CHAR,,,4,,,Y,60,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CONTACT_PERSONS_FLG, The Flag indicates the client to be contacted,CHAR,,,4,,,Y,61,,,2,4E,59,0.5,502549,1,2-Jun-24,801041,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CRIME_BACKGRND,Indicates the criminal background of the Contact.,CHAR,,,4,,,Y,62,,,1,59,59,1,1301927,1,2-Jun-24,1663,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CUR_FSTR_CARE,Indicates that the contact is in foster care,CHAR,,,4,,,Y,63,,,2,4E,59,0.5,911598,1,2-Jun-24,391992,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CUR_RCVNG_SSI_FLG,Indicates if person is receiving SSI benefits,CHAR,,,4,,,Y,64,,,2,4E,59,8.55E-07,718835,2,2-Jun-24,584755,CHAR_CS,4,YES,NO,2,1,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,CUST_SAFETY,Customer Safety,CHAR,,,4,,,Y,65,,,1,59,59,1,1301927,1,2-Jun-24,1663,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,DB_LAST_UPD,Recent Date on which record got updated,DATE,,,7,,,Y,66,,,892224,7871091B0B2108,787C0602031D28,1.12E-06,0,1,2-Jun-24,1303590,,,YES,NO,8,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,DIFF_APP_FOR_HEALTH_COV_FLG," The Flag indicates to Understands the Need to File a
Different Application for Health
Coverage or Tax Credits",CHAR,,,4,,,Y,67,,,2,4E,59,0.5,1300889,1,2-Jun-24,2701,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,DIFF_APP_FOR_MEDICAID_FLG,Indicates that the contact needs a separate application for Medicaid.,CHAR,,,4,,,Y,68,,,1,59,59,1,1303429,1,2-Jun-24,161,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,DISA_DUE_TO_DRUGS_FLG,Indicates that the Contact has a disability related to drug use.,CHAR,,,4,,,Y,69,,,2,4E,59,0.5,1300584,1,2-Jun-24,3006,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,DISA_VERFIED_FLG,Indicates the Disablity of the Contact is Verified,CHAR,,,4,,,Y,70,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,DNGD_BREAST_CANCER_FLG,Indicates that the Contact has been diagnosed with breast cancer.,CHAR,,,4,,,Y,71,,,2,4E,59,0.5,1214880,1,2-Jun-24,88710,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,DNGD_BREAST_CER_CANCR_FLG,Indicates that the Contact has been diagnosed with breast cervical cancer.,CHAR,,,4,,,Y,72,,,2,4E,59,0.5,1191144,1,2-Jun-24,112446,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,DNGD_CERV_CANCER_FLG,Indicates that the Contact has been diagnosed with Cervical cancer.,CHAR,,,4,,,Y,73,,,2,4E,59,0.5,1214871,1,2-Jun-24,88719,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,DNGD_TUBERCULOSIS_FLG,Indicates that the Contact has been diagnosed with tuberculosis.,CHAR,,,4,,,Y,74,,,1,4E,4E,1,1303549,1,2-Jun-24,41,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,DUE_DT,Date of Expiry,DATE,,,7,,,Y,75,,,1294,7.77E+13,7.88E+13,0.000772798,1294885,1,2-Jun-24,8705,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,ELG_FR_IND_HLTH_SRV_FLG,"Indicates person's eligibility to get Health Services 
 from Indian Health Service, Tribal 
Health Program, Urban Indian 
Health Program",CHAR,,,4,,,Y,76,,,2,4E,59,0.5,1203232,1,2-Jun-24,100358,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ELIG_FOR_HIX,Indicates the contact is Eligible for HIX,CHAR,,,4,,,Y,77,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ELIG_FR_HLTH_COV_THR_JOB_FLG,Indicates the Contact is Eligible for Health Coverage through Job,CHAR,,,4,,,Y,78,,,2,4E,59,0.5,1303527,1,2-Jun-24,63,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ELIG_IMM_STAT_FLG, Stores the boolean value indicating if the person is Eligible Immigration Status ,CHAR,,,4,,,Y,79,,,2,4E,59,0.5,805429,1,2-Jun-24,498161,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,ELIG_SPONSORED, Eligible Transfered,CHAR,,,4,,,Y,80,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,EMANCIPATED_MINOR_FLG,Emancipated Minor Flag,CHAR,,,4,,,Y,81,,,2,4E,59,0.5,1303557,1,2-Jun-24,33,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,EXPECTED_INCOME,The Expected Income of the Contact,NUMBER,,,22,22,7,Y,82,,,3402,80,C415,0.000293945,1273903,1,2-Jun-24,29687,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,EXPIRE_DATE,Expiration Date,DATE,,,7,,,Y,83,,,0,,,0,1303590,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,EXPT_IN_AFT_CALC,Income expected after calculation,NUMBER,,,22,22,7,Y,84,,,2717,80,C4024E60,0.000368053,1290021,1,2-Jun-24,13569,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,EXPT_SAME_YR_INC,Expects Same Yearly Income,CHAR,,,4,,,Y,85,,,1,59,59,1,1303587,1,2-Jun-24,3,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FED_RECOG_TRIBE_FLG,Indicates if the person belongs to Federally recognized tribe,CHAR,,,4,,,Y,86,,,2,4E,59,0.5,1202410,1,2-Jun-24,101180,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FELONY_FLG,Felony Flag,CHAR,,,4,,,Y,87,,,1,4E,4E,1,1303587,1,2-Jun-24,3,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FILED_JOINT_TAX_RETURN,Indicates the Contact Filed a Joint Tax Return ,CHAR,,,4,,,Y,88,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FILED_TAX_RETURN,Indicates the Contact Filed a Tax Return,CHAR,,,4,,,Y,89,,,1,4E,4E,1,1303522,1,2-Jun-24,68,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FILE_TAX_RETURN,Flag indicating the Client intents to file a ta return for the coverage year,CHAR,,,4,,,Y,90,,,2,4E,59,4.89E-07,281859,2,2-Jun-24,1021731,CHAR_CS,4,YES,NO,2,1,C,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FOOD_DISTRIB_DT,Stores Food Distribution Date.,DATE,,,7,,,Y,91,,,0,,,0,1303590,0,2-Jun-24,,,,YES,NO,1,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,FPL_HH_SIZE, FPL for HH Size,NUMBER,,,22,22,7,Y,92,,,25,C20A3B,C41C1D4C29,0.04,1142692,1,2-Jun-24,160898,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,FRAUD_OBTAINED_BNFT_FLG,Frudently Obtained Benefits.,CHAR,,,4,,,Y,93,,,1,4E,4E,1,1303520,1,2-Jun-24,70,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FSTR_CARE_WHY_FLG,,CHAR,,,4,,,Y,94,,,0,,,0,1303590,0,2-Jun-24,,CHAR_CS,4,YES,NO,0,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FSTR_CR_EXT_AGE_FLG, :Foster Care Exit Age,NUMBER,,,22,22,7,Y,95,,,13,80,C11B,0.076923077,1303530,1,2-Jun-24,60,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,FST_COUSIN_OF_CARGIVR_FLG, Stores the boolean value indicating the person as First Cousin of a Caregiver ,CHAR,,,4,,,Y,96,,,2,4E,59,0.5,1303409,1,2-Jun-24,181,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FST_COUSIN_OF_CARGIVR_SPSE_FLG, Stores the boolean value indicating if person is First Cousin of caregiver Spouse ,CHAR,,,4,,,Y,97,,,2,4E,59,0.5,1303473,1,2-Jun-24,117,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FST_GRDPAR_OF_CARGIVR_SPSE_FLG, Stores the boolean value indicating if person is First Grandparent of Caregiver Spouse ,CHAR,,,4,,,Y,98,,,2,4E,59,0.5,1303459,1,2-Jun-24,131,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FST_GRD_PAR_OF_CARGIVR_FLG, Stores the boolean value indicating the person as First Grandparent of a Caregiver ,CHAR,,,4,,,Y,99,,,2,4E,59,0.5,1303182,1,2-Jun-24,408,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FST_NEPH_NIECE_OF_CARGIVR_FLG, Stores the boolean value indicating the person as First Nephew/Niece of a Caregiver ,CHAR,,,4,,,Y,100,,,2,4E,59,0.5,1303369,1,2-Jun-24,221,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FST_NEPNIC_OF_CARGIVR_SPSE_FLG, Stores the boolean value indicating if person is First Nephew/Niece of Caregiver Spouse ,CHAR,,,4,,,Y,101,,,1,4E,4E,1,1303473,1,2-Jun-24,117,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FST_UNAUNT_OF_CARGIVR_FLG, Stores the boolean value indicating the person as First Uncle Aunt of a Caregiver ,CHAR,,,4,,,Y,102,,,2,4E,59,0.5,1303417,1,2-Jun-24,173,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,FST_UNAUNT_OF_CARGIVR_SPSE_FLG, Stores the boolean value indicating if person isFirst Uncle Aunt of Caregiver Spouse ,CHAR,,,4,,,Y,103,,,1,4E,4E,1,1303473,1,2-Jun-24,117,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
SIEBEL,CX_OG_CON_X,GRAD_DT, Gross Earned Income,DATE,,,7,,,Y,104,,,2,787405180C0326,7875051B0B3814,0.5,1303588,1,2-Jun-24,2,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,GRSS_ERND_INCM, Gross Monthly Unearned Income,NUMBER,,,22,22,7,Y,105,,,26634,80,C5083302233B,3.75E-05,720761,1,2-Jun-24,582829,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,GRSS_MNTLY_UNERND_INCM, Stores the boolean value indicating whether the individual will have other sources of insurance once the SHOP plan is effective,NUMBER,,,22,22,7,Y,106,,,6813,80,C3314A05,0.000146778,1132744,1,2-Jun-24,170846,,,YES,NO,2,0,,NO,YES,NONE,NO,NO,,,,
SIEBEL,CX_OG_CON_X,HAVE_OTHER_SRCS_INSURANCE_FLG,Have Other Sources of Insurance Flag,CHAR,,,4,,,Y,107,,,1,59,59,1,1303589,1,2-Jun-24,1,CHAR_CS,4,YES,NO,2,1,C,NO,YES,NONE,NO,NO,,,,USING_NLS_COMP
